filename	wav	sentence	speaker
arctic_a0283	arctic_a0283.wav	The woman in you is only incidental, accidental, and irrelevant.	bdl
arctic_a0284	arctic_a0284.wav	There was no forecasting this strange girl's processes.	bdl
arctic_a0285	arctic_a0285.wav	But what they want with your toothbrush is more than I can imagine.	bdl
arctic_a0286	arctic_a0286.wav	Give them their choice between a fine or an official whipping.	bdl
arctic_a0287	arctic_a0287.wav	Keep an eye on him.	bdl
arctic_a0288	arctic_a0288.wav	Those are my oysters, he said at last.	bdl
arctic_a0289	arctic_a0289.wav	They are not regular oyster pirates, Nicholas continued.	bdl
arctic_a0290	arctic_a0290.wav	One by one the boys were captured.	bdl
arctic_a0291	arctic_a0291.wav	The weeks had gone by, and no overt acts had been attempted.	bdl
arctic_a0292	arctic_a0292.wav	Here, in the midmorning, the first casualty occurred.	bdl
arctic_a0293	arctic_a0293.wav	They were deep in the primeval forest.	bdl
arctic_a0294	arctic_a0294.wav	He had been foiled in his attempt to escape.	bdl
arctic_a0295	arctic_a0295.wav	And twenty men could hold it with spears and arrows.	bdl
arctic_a0296	arctic_a0296.wav	Bassett was a fastidious man.	bdl
arctic_a0297	arctic_a0297.wav	There's a big English general right now whose name is Roberts.	bdl
arctic_a0298	arctic_a0298.wav	This tacit promise of continued acquaintance gave Saxon a little joy-thrill.	bdl
arctic_a0299	arctic_a0299.wav	I tell you I am disgusted with this adventure tomfoolery and rot.	bdl
arctic_a0300	arctic_a0300.wav	From my earliest recollection my sleep was a period of terror.	bdl
arctic_a0301	arctic_a0301.wav	But all my dreams violated this law.	bdl
arctic_a0302	arctic_a0302.wav	It is very plausible to such people, a most convincing hypothesis.	bdl
arctic_a0303	arctic_a0303.wav	But they make the mistake of ignoring their own duality.	bdl
arctic_a0304	arctic_a0304.wav	I graduated last of my class.	bdl
arctic_a0305	arctic_a0305.wav	They had no fixed values, to be altered by adjectives and adverbs.	bdl
arctic_a0306	arctic_a0306.wav	He was pressing beyond the limits of his vocabulary.	bdl
arctic_a0307	arctic_a0307.wav	Very early in my life, I separated from my mother.	bdl
arctic_a0308	arctic_a0308.wav	His infernal chattering worries me even now as I think of it.	bdl
arctic_a0309	arctic_a0309.wav	White Leghorns, said Mrs Mortimer.	bdl
arctic_a0310	arctic_a0310.wav	Massage under tension, was the cryptic reply.	bdl
arctic_a0311	arctic_a0311.wav	Therefore, hurrah for the game.	bdl
arctic_a0312	arctic_a0312.wav	It lived in perpetual apprehension of that quarter of the compass.	bdl
arctic_a0313	arctic_a0313.wav	Broken-Tooth yelled with fright and pain.	bdl
arctic_a0314	arctic_a0314.wav	Thus was momentum gained in the Younger World.	bdl
arctic_a0315	arctic_a0315.wav	Saxon waited, for she knew a fresh idea had struck Billy.	bdl
arctic_a0316	arctic_a0316.wav	We had been chased by them ourselves, more than once.	bdl
arctic_a0317	arctic_a0317.wav	He was a wise hyena.	bdl
arctic_a0318	arctic_a0318.wav	Production is doubling and quadrupling upon itself.	bdl
arctic_a0319	arctic_a0319.wav	And the Edinburgh Evening News says, with editorial gloom.	bdl
arctic_a0320	arctic_a0320.wav	With my strength I slammed it full into Red-Eye's face.	bdl
arctic_a0321	arctic_a0321.wav	The log on which Lop-Ear was lying got adrift.	bdl
arctic_a0322	arctic_a0322.wav	This is a common experience with all of us.	bdl
arctic_a0323	arctic_a0323.wav	He considered the victory already his and stepped forward to the meat.	bdl
arctic_a0324	arctic_a0324.wav	It was not Red-Eye's way to forego revenge so easily.	bdl
arctic_a0325	arctic_a0325.wav	Whiz-zip-bang. Lop-Ear screamed with sudden anguish.	bdl
arctic_a0326	arctic_a0326.wav	Cherokee identified himself with his instinct.	bdl
arctic_a0327	arctic_a0327.wav	They were less stooped than we, less springy in their movements.	bdl
arctic_a0328	arctic_a0328.wav	The Fire People, like ourselves, lived in caves.	bdl
arctic_a0329	arctic_a0329.wav	Ah, indeed.	bdl
arctic_a0330	arctic_a0330.wav	Red-Eye never committed a more outrageous deed.	bdl
arctic_a0331	arctic_a0331.wav	Poor little Crooked-Leg was terribly scared.	bdl
arctic_a0332	arctic_a0332.wav	Unconsciously, our yells and exclamations yielded to this rhythm.	bdl
arctic_a0333	arctic_a0333.wav	This is no place for you.	bdl
arctic_a0334	arctic_a0334.wav	He'll knock you off a few sticks in no time.	bdl
arctic_a0335	arctic_a0335.wav	Red-Eye swung back and forth on the branch farther down.	bdl
arctic_a0336	arctic_a0336.wav	So unexpected was my charge that I knocked him off his feet.	bdl
arctic_a0337	arctic_a0337.wav	Encouraged by my conduct, Big-Face became a sudden ally.	bdl
arctic_a0338	arctic_a0338.wav	The fighting had now become intermittent.	bdl
arctic_a0339	arctic_a0339.wav	They obeyed him, and went here and there at his commands.	bdl
arctic_a0340	arctic_a0340.wav	It was like the beating of hoofs.	bdl
arctic_a0341	arctic_a0341.wav	Why, doggone you all, shake again.	bdl
arctic_a0342	arctic_a0342.wav	Seventeen, no, eighteen days ago.	bdl
arctic_a0343	arctic_a0343.wav	You mean for this State, General, Alberta.	bdl
arctic_a0344	arctic_a0344.wav	He seemed to fill it with his tremendous vitality.	bdl
arctic_a0345	arctic_a0345.wav	She was trying to pass the apron string around him.	bdl
arctic_a0346	arctic_a0346.wav	Get down and dig in.	bdl
arctic_a0347	arctic_a0347.wav	They are greatly delighted with anything that is bright or giveth a sound.	bdl
arctic_a0348	arctic_a0348.wav	They only lifted seven hundred and fifty.	bdl
arctic_a0349	arctic_a0349.wav	It was simple, in its way, and no virtue of his.	bdl
arctic_a0350	arctic_a0350.wav	Is that Pat Hanrahan's mug looking hungry and willing.	bdl
arctic_a0351	arctic_a0351.wav	It was more like sugar.	bdl
arctic_a0352	arctic_a0352.wav	I'm sure going along with you all, Elijah.	bdl
arctic_a0353	arctic_a0353.wav	Here the explosion of mirth drowned him out.	bdl
arctic_a0354	arctic_a0354.wav	Fresh meat they failed to obtain.	bdl
arctic_a0355	arctic_a0355.wav	A burst of laughter was his reward.	bdl
arctic_a0356	arctic_a0356.wav	You don't catch me at any such foolishness.	bdl
arctic_a0357	arctic_a0357.wav	A month passed by, and Bonanza Creek remained quiet.	bdl
arctic_a0358	arctic_a0358.wav	They continued valiantly to lie, but the truth continued to outrun them.	bdl
arctic_a0359	arctic_a0359.wav	Earth and gravel seemed to fill the pan.	bdl
arctic_a0360	arctic_a0360.wav	But he no longer cared quite so much for that form of diversion.	bdl
arctic_a0361	arctic_a0361.wav	But he did not broach it, preferring to mature it carefully.	bdl
arctic_a0362	arctic_a0362.wav	Nope, not the slightest idea.	bdl
arctic_a0363	arctic_a0363.wav	It is not an attempt to smash the market.	bdl
arctic_a0364	arctic_a0364.wav	We have plenty of capital ourselves, and yet we want more.	bdl
arctic_a0365	arctic_a0365.wav	These rumors may even originate with us.	bdl
arctic_a0366	arctic_a0366.wav	A wildly exciting time was his during the week preceding Thursday the eighteenth.	bdl
arctic_a0367	arctic_a0367.wav	There is not an iota of truth in it, certainly not.	bdl
arctic_a0368	arctic_a0368.wav	I just do appreciate it without being able to express my feelings.	bdl
arctic_a0369	arctic_a0369.wav	In partnership with Daylight, the pair raided the San Jose Interurban.	bdl
arctic_a0370	arctic_a0370.wav	He saw all men in the business game doing this.	bdl
arctic_a0371	arctic_a0371.wav	It issued a rate of forty two dollars a car on charcoal.	bdl
arctic_a0372	arctic_a0372.wav	He saw only the effect in a general, sketchy way.	bdl
arctic_a0373	arctic_a0373.wav	Points of view, new ideas, life.	bdl
arctic_a0374	arctic_a0374.wav	But life's worth more than cash, she argued.	bdl
arctic_a0375	arctic_a0375.wav	The butchers and meat cutters refused to handle meat destined for unfair restaurants.	bdl
arctic_a0376	arctic_a0376.wav	Your price, my son, is just about thirty per week.	bdl
arctic_a0377	arctic_a0377.wav	This sound did not disturb the hush and awe of the place.	bdl
arctic_a0378	arctic_a0378.wav	That's why its boundaries are all gouged and jagged.	bdl
arctic_a0379	arctic_a0379.wav	How old are you, daddy.	bdl
arctic_a0380	arctic_a0380.wav	But in the canyons water was plentiful and also a luxuriant forest growth.	bdl
arctic_a0381	arctic_a0381.wav	My name's Ferguson.	bdl
arctic_a0382	arctic_a0382.wav	Daylight found himself charmed and made curious by the little man.	bdl
arctic_a0383	arctic_a0383.wav	To his surprise, her answer was flat and uncompromising.	bdl
arctic_a0384	arctic_a0384.wav	The farmer works the soil and produces grain.	bdl
arctic_a0385	arctic_a0385.wav	That's what Carnegie did.	bdl
arctic_a0386	arctic_a0386.wav	I can't argue with you, and you know that.	bdl
arctic_a0387	arctic_a0387.wav	Bob, growing disgusted, turned back suddenly and attempted to pass Mab.	bdl
arctic_a0388	arctic_a0388.wav	It was my idea to a tee.	bdl
arctic_a0389	arctic_a0389.wav	Mab, she said.	bdl
arctic_a0390	arctic_a0390.wav	I'll go over tomorrow afternoon.	bdl
arctic_a0391	arctic_a0391.wav	But he reconciled himself to it by an act of faith.	bdl
arctic_a0392	arctic_a0392.wav	There is that magnificent Bob, eating his head off in the stable.	bdl
arctic_a0393	arctic_a0393.wav	Already he had begun borrowing from the banks.	bdl
arctic_a0394	arctic_a0394.wav	It's the strap hangers that'll keep us from going under.	bdl
arctic_a0395	arctic_a0395.wav	As for himself, weren't the street railway earnings increasing steadily.	bdl
arctic_a0396	arctic_a0396.wav	A rising tide of fat had submerged them.	bdl
arctic_a0397	arctic_a0397.wav	Call me that again, he murmured ecstatically.	bdl
arctic_a0398	arctic_a0398.wav	In the car were Unwin and Harrison, while Jones sat with the chauffeur.	bdl
arctic_a0399	arctic_a0399.wav	And here's another idea.	bdl
arctic_a0400	arctic_a0400.wav	Manuel had one besetting sin.	bdl
arctic_a0401	arctic_a0401.wav	The man smiled grimly, and brought a hatchet and a club.	bdl
arctic_a0402	arctic_a0402.wav	Curly rushed her antagonist, who struck again and leaped aside.	bdl
arctic_a0403	arctic_a0403.wav	His newborn cunning gave him poise and control.	bdl
arctic_a0404	arctic_a0404.wav	Perrault found one with head buried in the grub box.	bdl
arctic_a0405	arctic_a0405.wav	It seemed the ordained order of things that dogs should work.	bdl
arctic_a0406	arctic_a0406.wav	And that was the last of Francois and Perrault.	bdl
arctic_a0407	arctic_a0407.wav	Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.	bdl
arctic_a0408	arctic_a0408.wav	The Eldorado emptied its occupants into the street to see the test.	bdl
arctic_a0409	arctic_a0409.wav	He could feel a new stir in the land.	bdl
arctic_a0410	arctic_a0410.wav	So we have to fit the boat throughout with oil lamps as well.	bdl
arctic_a0411	arctic_a0411.wav	It will break our hearts and our backs to hoist anchor by hand.	bdl
arctic_a0412	arctic_a0412.wav	There is another virtue in these bulkheads.	bdl
arctic_a0413	arctic_a0413.wav	But I am at the end of my resources.	bdl
arctic_a0414	arctic_a0414.wav	Now our figuring was all right.	bdl
arctic_a0415	arctic_a0415.wav	It lasted as a deterrent for two days.	bdl
arctic_a0416	arctic_a0416.wav	The added weight had a velocity of fifteen miles per hour.	bdl
arctic_a0417	arctic_a0417.wav	It is also an insidious, deceitful sun.	bdl
arctic_a0418	arctic_a0418.wav	The Portuguese boy crawled nearer and nearer.	bdl
arctic_a0419	arctic_a0419.wav	The Portuguese boy passed the Hawaiian.	bdl
arctic_a0420	arctic_a0420.wav	When I came to I was waving my hat and murmuring ecstatically.	bdl
arctic_a0421	arctic_a0421.wav	By golly, the boy wins.	bdl
arctic_a0422	arctic_a0422.wav	Halfway around the track one donkey got into an argument with its rider.	bdl
arctic_a0423	arctic_a0423.wav	McVeigh when he returns from a trip to Honolulu.	bdl
arctic_a0424	arctic_a0424.wav	Obviously, it was a disease that could be contracted by contact.	bdl
arctic_a0425	arctic_a0425.wav	Otherwise no restriction is put upon their seafaring.	bdl
arctic_a0426	arctic_a0426.wav	They do not know the length of time of incubation.	bdl
arctic_a0427	arctic_a0427.wav	Enters now the psychology of the situation.	bdl
arctic_a0428	arctic_a0428.wav	It was not exactly a deportation.	bdl
arctic_a0429	arctic_a0429.wav	Quick was the disappointment in his face, yet smiling was the acquiescence.	bdl
arctic_a0430	arctic_a0430.wav	Nevertheless we found ourselves once more in the high seat of abundance.	bdl
arctic_a0431	arctic_a0431.wav	Wada and Nakata were in a bit of a funk.	bdl
arctic_a0432	arctic_a0432.wav	The boy at the wheel lost his head.	bdl
arctic_a0433	arctic_a0433.wav	To her the bridge was tambo, which is the native for taboo.	bdl
arctic_a0434	arctic_a0434.wav	A half a case of tobacco was worth three pounds.	bdl
arctic_a0435	arctic_a0435.wav	What do you mean by this outrageous conduct.	bdl
arctic_a0436	arctic_a0436.wav	But Martin smiled a superior smile.	bdl
arctic_a0437	arctic_a0437.wav	By that answer my professional medical prestige stood or fell.	bdl
arctic_a0438	arctic_a0438.wav	At sea, Monday, March 16, 1908.	bdl
arctic_a0439	arctic_a0439.wav	At sea, Wednesday, March 18, 1908.	bdl
arctic_a0440	arctic_a0440.wav	Yes, sir, I corrected.	bdl
arctic_a0441	arctic_a0441.wav	Violent life and athletic sports had never appealed to me.	bdl
arctic_a0442	arctic_a0442.wav	You live on an income which your father earned.	bdl
arctic_a0443	arctic_a0443.wav	He was worth nothing to the world.	bdl
arctic_a0444	arctic_a0444.wav	Then you don't believe in altruism.	bdl
arctic_a0445	arctic_a0445.wav	The creative joy, I murmured.	bdl
arctic_a0446	arctic_a0446.wav	He deluged me, overwhelmed me with argument.	bdl
arctic_a0447	arctic_a0447.wav	Ah, it is growing dark and darker.	bdl
arctic_a0448	arctic_a0448.wav	I was Hump, cabin boy on the schooner Ghost.	bdl
arctic_a0449	arctic_a0449.wav	A sinewy hand, dripping with water, was clutching the rail.	bdl
arctic_a0450	arctic_a0450.wav	No man ate of the seal meat or the oil.	bdl
arctic_a0451	arctic_a0451.wav	I noticed blood spouting from Kerfoot's left hand.	bdl
arctic_a0452	arctic_a0452.wav	Three oilers and a fourth engineer, was his greeting.	bdl
arctic_a0453	arctic_a0453.wav	Eighteen hundred, he calculated.	bdl
arctic_a0454	arctic_a0454.wav	The sharp voice of Wolf Larsen aroused me.	bdl
arctic_a0455	arctic_a0455.wav	I obeyed, and a minute or two later they stood before him.	bdl
arctic_a0456	arctic_a0456.wav	But it won't continue, she said with easy confidence.	bdl
arctic_a0457	arctic_a0457.wav	What I saw I could not at first believe.	bdl
arctic_a0458	arctic_a0458.wav	The stout wood was crushed like an eggshell.	bdl
arctic_a0459	arctic_a0459.wav	There's too much of the schoolboy in me.	bdl
arctic_a0460	arctic_a0460.wav	I had forgotten their existence.	bdl
arctic_a0461	arctic_a0461.wav	Ah, we were very close together in that moment.	bdl
arctic_a0462	arctic_a0462.wav	But she swung obediently on her heel into the wind.	bdl
arctic_a0463	arctic_a0463.wav	They are his tongue, by which he makes his knowledge articulate.	bdl
arctic_a0464	arctic_a0464.wav	Between the rush of the cascades, streaks of rust showed everywhere.	bdl
arctic_a0465	arctic_a0465.wav	He'll never do a tap of work the whole Voyage.	bdl
arctic_a0466	arctic_a0466.wav	Captain West may be a Samurai, but he is also human.	bdl
arctic_a0467	arctic_a0467.wav	And so early in the voyage, too.	bdl
arctic_a0468	arctic_a0468.wav	In the matter of curry she is a sheer genius.	bdl
arctic_a0469	arctic_a0469.wav	The eastern heavens were equally spectacular.	bdl
arctic_a0470	arctic_a0470.wav	He spat it out like so much venom.	bdl
arctic_a0471	arctic_a0471.wav	I saw Mr Pike nod his head grimly and sarcastically.	bdl
arctic_a0472	arctic_a0472.wav	He is too keenly intelligent, too sharply sensitive, successfully to endure.	bdl
arctic_a0473	arctic_a0473.wav	The night was calm and snowy.	bdl
arctic_a0474	arctic_a0474.wav	I sailed third mate in the little Vampire before you were born.	bdl
arctic_a0475	arctic_a0475.wav	His outstretched arm dropped to his side, and he paused.	bdl
arctic_a0476	arctic_a0476.wav	At this moment I felt a stir at my shoulder.	bdl
arctic_a0477	arctic_a0477.wav	Wada, Louis, and the steward are servants of Asiatic breed.	bdl
arctic_a0478	arctic_a0478.wav	Also, she has forbidden them smoking their pipes in the after-room.	bdl
arctic_a0479	arctic_a0479.wav	I tried to read George Moore last night, and was dreadfully bored.	bdl
arctic_a0480	arctic_a0480.wav	Tom Spink has a harpoon.	bdl
arctic_a0481	arctic_a0481.wav	Nimrod replied, with a slight manifestation of sensitiveness.	bdl
arctic_a0482	arctic_a0482.wav	And their chief virtue lies in that they will never wear out.	bdl
arctic_a0483	arctic_a0483.wav	Beyond dispute, Corry Hutchinson had married Mabel Holmes.	bdl
arctic_a0484	arctic_a0484.wav	No-sir-ee.	bdl
arctic_a0485	arctic_a0485.wav	Each insult added to the value of the claim.	bdl
arctic_a0486	arctic_a0486.wav	For the rest, he was a mere automaton.	bdl
arctic_a0487	arctic_a0487.wav	The river bared its bosom, and snorting steamboats challenged the wilderness.	bdl
arctic_a0488	arctic_a0488.wav	Their love burned with increasing brightness.	bdl
arctic_a0489	arctic_a0489.wav	They were artists, not biologists.	bdl
arctic_a0490	arctic_a0490.wav	Both Johnny and his mother shuffled their feet as they walked.	bdl
arctic_a0491	arctic_a0491.wav	And as in denial of guilt, the one-legged boy replied.	bdl
arctic_a0492	arctic_a0492.wav	Burnt out like the crater of a volcano.	bdl
arctic_a0493	arctic_a0493.wav	The boy, O'Brien, was specially maltreated.	bdl
arctic_a0494	arctic_a0494.wav	O'Brien took off his coat and bared his right arm.	bdl
arctic_a0495	arctic_a0495.wav	He bore no grudges and had few enemies.	bdl
arctic_a0496	arctic_a0496.wav	And Tom King patiently endured.	bdl
arctic_a0497	arctic_a0497.wav	King took every advantage he knew.	bdl
arctic_a0498	arctic_a0498.wav	The lines were now very taut.	bdl
arctic_a0499	arctic_a0499.wav	And right there I saw and knew it all.	bdl
arctic_a0500	arctic_a0500.wav	Who the devil gave it to you to be judge and jury.	bdl
arctic_a0501	arctic_a0501.wav	You're joking me, sir, the other managed to articulate.	bdl
arctic_a0502	arctic_a0502.wav	Anything unusual or abnormal was sufficient to send a fellow to Molokai.	bdl
arctic_a0503	arctic_a0503.wav	His beady black eyes saw bargains where other men saw bankruptcy.	bdl
arctic_a0504	arctic_a0504.wav	He was an athlete and a giant.	bdl
arctic_a0505	arctic_a0505.wav	We fished sharks on Niihau together.	bdl
arctic_a0506	arctic_a0506.wav	The Claudine was leaving next morning for Honolulu.	bdl
arctic_a0508	arctic_a0508.wav	Soon shall it be thrust back from off prostrate humanity.	bdl
arctic_a0509	arctic_a0509.wav	Yet, in accordance with Ernest's test of truth, it worked.	bdl
arctic_a0510	arctic_a0510.wav	Much more Ernest told them of themselves and of his disillusionment.	bdl
arctic_a0511	arctic_a0511.wav	There is more behind this than a mere university ideal.	bdl
arctic_a0512	arctic_a0512.wav	No, it is a palace, wherein there are many servants.	bdl
arctic_a0513	arctic_a0513.wav	We must give ourselves and not our money alone.	bdl
arctic_a0514	arctic_a0514.wav	We are consumed in our own flesh-pots.	bdl
arctic_a0515	arctic_a0515.wav	But here amongst ourselves let us speak out.	bdl
arctic_a0516	arctic_a0516.wav	Also, there was awe in their faces.	bdl
arctic_a0517	arctic_a0517.wav	Out of abstractions Ernest had conjured a vision and made them see it.	bdl
arctic_a0518	arctic_a0518.wav	Illuminating oil was becoming all profit.	bdl
arctic_a0519	arctic_a0519.wav	Such an act was in direct violation of the laws of the land.	bdl
arctic_a0520	arctic_a0520.wav	He was fond of quoting a fragment from a certain poem.	bdl
arctic_a0521	arctic_a0521.wav	Without them he could not run his empire.	bdl
arctic_a0522	arctic_a0522.wav	For such countries nothing remained but reorganization.	bdl
arctic_a0523	arctic_a0523.wav	They could not continue their method of producing surpluses.	bdl
arctic_a0524	arctic_a0524.wav	At once would be instituted a dozen cooperative commonwealth states.	bdl
arctic_a0525	arctic_a0525.wav	The Oligarchy wanted violence, and it set its agents provocateurs to work.	bdl
arctic_a0526	arctic_a0526.wav	Nowhere did the raw earth appear.	bdl
arctic_a0527	arctic_a0527.wav	The lush vegetation of that sheltered spot make a natural shield.	bdl
arctic_a0528	arctic_a0528.wav	Men who endure it, call it living death.	bdl
arctic_a0529	arctic_a0529.wav	As I say, he had tapped the message very rapidly.	bdl
arctic_a0530	arctic_a0530.wav	Ask him, I laughed, then turned to Pasquini.	bdl
arctic_a0531	arctic_a0531.wav	In what bucolic school of fence he had been taught was beyond imagining.	bdl
arctic_a0532	arctic_a0532.wav	May drought destroy your crops.	bdl
arctic_a0533	arctic_a0533.wav	Dunham, can your boy go along with Jesse.	bdl
arctic_a0534	arctic_a0534.wav	But Johannes could, and did.	bdl
arctic_a0535	arctic_a0535.wav	A new preacher and a new doctrine come to Jerusalem.	bdl
arctic_a0536	arctic_a0536.wav	He would destroy all things that are fixed.	bdl
arctic_a0537	arctic_a0537.wav	He was an enthusiast and a desert dweller.	bdl
arctic_a0538	arctic_a0538.wav	What Pascal glimpsed with the vision of a seer, I have lived.	bdl
arctic_a0539	arctic_a0539.wav	I should like to engage just for one whole life in that.	bdl
arctic_a0540	arctic_a0540.wav	Yea, so are all the lesser animals of today clean.	bdl
arctic_a0541	arctic_a0541.wav	The Warden with a quart of champagne.	bdl
arctic_a0542	arctic_a0542.wav	Without a doubt, some of them have dinner engagements.	bdl
arctic_a0543	arctic_a0543.wav	I had been born with no organic, chemical predisposition toward alcohol.	bdl
arctic_a0544	arctic_a0544.wav	He may anticipate the day of his death.	bdl
arctic_a0545	arctic_a0545.wav	The Italian rancho was a bachelor establishment.	bdl
arctic_a0546	arctic_a0546.wav	I lost my balance and pitched head foremost into the ooze.	bdl
arctic_a0547	arctic_a0547.wav	Men like Joe Goose dated existence from drunk to drunk.	bdl
arctic_a0548	arctic_a0548.wav	Also, churches and preachers I had never known.	bdl
arctic_a0549	arctic_a0549.wav	Do you know that we weigh every pound of coal we burn.	bdl
arctic_a0550	arctic_a0550.wav	This also became part of the daily schedule.	bdl
arctic_a0551	arctic_a0551.wav	All an appearance can know is mirage.	bdl
arctic_a0552	arctic_a0552.wav	Yet he dreams he is immortal, I argue feebly.	bdl
arctic_a0553	arctic_a0553.wav	I am writing these lines in Honolulu, Hawaii.	bdl
arctic_a0554	arctic_a0554.wav	Jack London, Waikiki Beach, Honolulu, Oahu.	bdl
arctic_a0555	arctic_a0555.wav	Jerry was so secure in his nook that he did not roll away.	bdl
arctic_a0556	arctic_a0556.wav	Why, he's bought forty pounds of goods from you already.	bdl
arctic_a0557	arctic_a0557.wav	The last refugee had passed.	bdl
arctic_a0558	arctic_a0558.wav	And the foundation stone of service, in his case, was obedience.	bdl
arctic_a0559	arctic_a0559.wav	Peace be unto you and grace before the Lord.	bdl
arctic_a0560	arctic_a0560.wav	His mouth opened; words shaped vainly on his lips.	bdl
arctic_a0561	arctic_a0561.wav	Bill lingered, contemplating his work with artistic appreciation.	bdl
arctic_a0562	arctic_a0562.wav	What the flaming.	bdl
arctic_a0563	arctic_a0563.wav	Mrs McFee's jaws brought together with a snap.	bdl
arctic_a0564	arctic_a0564.wav	Then it is as I said, Womble announced with finality.	bdl
